Date,RTD1,RTD2,IG,TC2,IGR
2025/03/19 13:18:11,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:18:22,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:18:33,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:18:44,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:18:55,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:19:06,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:19:18,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:19:29,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:19:40,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:19:51,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:20:02,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:20:14,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:20:25,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:20:36,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:20:47,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:20:58,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:21:09,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:21:20,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:21:31,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:21:42,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:21:53,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:22:04,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:22:15,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:22:26,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:22:37,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:22:48,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:22:59,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:23:11,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:23:22,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:23:33,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:23:44,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:23:55,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:24:06,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:24:17,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:24:28,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:24:39,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:24:50,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:25:01,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:25:12,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:25:23,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:25:34,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:25:45,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:25:56,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:26:07,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:26:18,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:26:29,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:26:40,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:26:51,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:27:02,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:27:13,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:27:24,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:27:36,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:27:47,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:27:58,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:28:09,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:28:20,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:28:31,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:28:42,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:28:53,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:29:04,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:29:15,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:29:26,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:29:37,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:29:48,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:29:59,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:30:10,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:30:21,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:30:32,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:30:43,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 13:30:54,154.8,210.3,1.36E-01,7.94E+05
