Date,RTD1,RTD2,IG,TC2,IGR
2025/03/19 10:31:27,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:31:38,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:31:50,154.8,210.3,1.36E-01,7.94E+05
Date,RTD1,RTD2,IG,TC2,IGR
2025/03/19 10:45:38,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:45:49,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:46:00,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:46:11,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:46:22,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:46:33,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:46:44,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:46:56,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:47:07,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:47:18,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:47:29,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:47:40,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:47:51,154.8,210.3,1.36E-01,7.94E+05
2025/03/19 10:48:02,154.8,210.3,1.36E-01,7.94E+05
